,ts_code,end_date,symbol,mkv,amount,stk_mkv_ratio
401,510300.SH,20180630,601336.SH,72875160.32,1699514.0,0.33
402,510300.SH,20180630,000963.SZ,72538085.0,1503380.0,0.33
403,510300.SH,20180630,600436.SH,71339257.08,637356.0,0.32
404,510300.SH,20180630,603799.SH,70177132.89,719987.0,0.31
405,510300.SH,20180630,600867.SH,69448472.76,2897308.0,0.31
406,510300.SH,20180630,002450.SZ,69133503.32,4047629.0,0.31
407,510300.SH,20180630,601225.SH,68672346.0,8354300.0,0.31
408,510300.SH,20180630,000063.SZ,68499452.71,5257057.0,0.31
409,510300.SH,20180630,300124.SZ,68486412.96,2086728.0,0.31
410,510300.SH,20180630,600958.SH,68253652.28,7475756.0,0.31
411,510300.SH,20180630,002044.SZ,68161306.2,3015987.0,0.31
412,510300.SH,20180630,601012.SH,68103094.37,4080473.0,0.31
413,510300.SH,20180630,000100.SZ,65697693.3,22654377.0,0.29
414,510300.SH,20180630,600999.SH,65487528.0,4787100.0,0.29
415,510300.SH,20180630,600352.SH,64980037.0,5437660.0,0.29
416,510300.SH,20180630,600340.SH,64477845.5,2503994.0,0.29
417,510300.SH,20180630,600795.SH,64431626.88,24592224.0,0.29
418,510300.SH,20180630,300015.SZ,64422876.86,1995134.0,0.29
419,510300.SH,20180630,002456.SZ,64417429.33,3993641.0,0.29
420,510300.SH,20180630,002460.SZ,61886525.22,1604109.0,0.28
421,510300.SH,20180630,600886.SH,61845104.84,8506892.0,0.28
422,510300.SH,20180630,600487.SH,61771465.35,2801427.0,0.28
423,510300.SH,20180630,000166.SZ,61759055.59,14132507.0,0.28
424,510300.SH,20180630,600029.SH,61592092.25,7289005.0,0.28
425,510300.SH,20180630,601933.SH,60773388.48,7954632.0,0.27
426,510300.SH,20180630,601155.SH,59090450.3,1907990.0,0.26
427,510300.SH,20180630,600406.SH,58860656.4,3725358.0,0.26
428,510300.SH,20180630,600271.SH,58272291.49,2305987.0,0.26
429,510300.SH,20180630,601901.SH,57309697.68,8566472.0,0.26
430,510300.SH,20180630,600221.SH,57255367.6,17726120.0,0.26
431,510300.SH,20180630,601607.SH,56662430.7,2370813.0,0.25
432,510300.SH,20180630,002252.SZ,56570814.4,2898095.0,0.25
433,510300.SH,20180630,600011.SH,55870672.92,8784697.0,0.25
434,510300.SH,20180630,601111.SH,55500812.29,6243061.0,0.25
435,510300.SH,20180630,300070.SZ,55117555.36,3956752.0,0.25
436,510300.SH,20180630,601985.SH,55099670.1,9752154.0,0.25
437,510300.SH,20180630,000895.SZ,54694370.52,2070972.0,0.25
438,510300.SH,20180630,600115.SH,54348928.96,8209808.0,0.24
439,510300.SH,20180630,002202.SZ,53748364.16,4252244.0,0.24
440,510300.SH,20180630,600089.SH,53647888.14,7741398.0,0.24
441,510300.SH,20180630,600066.SH,53263418.58,2775582.0,0.24
442,510300.SH,20180630,601600.SH,52820770.56,13755409.0,0.24
443,510300.SH,20180630,600516.SH,52555966.0,2155700.0,0.24
444,510300.SH,20180630,600570.SH,52481763.15,991157.0,0.24
445,510300.SH,20180630,600111.SH,51662582.6,4539770.0,0.23
446,510300.SH,20180630,601669.SH,51476855.76,9603891.0,0.23
447,510300.SH,20180630,601377.SH,51090547.27,9694601.0,0.23
448,510300.SH,20180630,300408.SZ,50470950.0,2147700.0,0.23
449,510300.SH,20180630,600606.SH,49887224.64,7628016.0,0.22
450,510300.SH,20180630,000423.SZ,49737874.44,924324.0,0.22
451,510300.SH,20180630,000069.SZ,49671343.56,6870172.0,0.22
452,510300.SH,20180630,600535.SH,49502594.58,1917219.0,0.22
453,510300.SH,20180630,300136.SZ,49237757.1,1602270.0,0.22
454,510300.SH,20180630,600588.SH,48886616.58,1994558.0,0.22
455,510300.SH,20180630,000413.SZ,48314895.3,7972755.0,0.22
456,510300.SH,20180630,600383.SH,48221861.87,4732273.0,0.22
457,510300.SH,20180630,000503.SZ,47357729.72,1490174.0,0.21
458,510300.SH,20180630,002736.SZ,46476803.1,5107341.0,0.21
459,510300.SH,20180630,600398.SH,45996496.0,3610400.0,0.21
460,510300.SH,20180630,600332.SH,45617764.5,1198890.0,0.2
461,510300.SH,20180630,000768.SZ,45051848.92,2880553.0,0.2
462,510300.SH,20180630,601788.SH,44914722.12,4090594.0,0.2
463,510300.SH,20180630,600176.SH,44271348.0,4327600.0,0.2
464,510300.SH,20180630,600010.SH,44258707.75,28554005.0,0.2
465,510300.SH,20180630,600522.SH,44226385.01,5020021.0,0.2
466,510300.SH,20180630,002739.SZ,44128358.8,847970.0,0.2
467,510300.SH,20180630,000783.SZ,44064287.1,8114970.0,0.2
468,510300.SH,20180630,300122.SZ,44047620.0,963000.0,0.2
469,510300.SH,20180630,601727.SH,44013053.48,6942122.0,0.2
470,510300.SH,20180630,600705.SH,43579655.44,9331832.0,0.2
471,510300.SH,20180630,002572.SZ,43490047.16,1351462.0,0.19
472,510300.SH,20180630,600893.SH,42460652.88,1902359.0,0.19
473,510300.SH,20180630,600637.SH,41584545.48,2761258.0,0.19
474,510300.SH,20180630,002241.SZ,41583657.7,4080830.0,0.19
475,510300.SH,20180630,600068.SH,41421024.61,5744941.0,0.19
476,510300.SH,20180630,600085.SH,41395682.16,1173347.0,0.19
477,510300.SH,20180630,601877.SH,40816293.84,1828687.0,0.18
478,510300.SH,20180630,600674.SH,40356186.16,4628003.0,0.18
479,510300.SH,20180630,600177.SH,39982357.8,5192514.0,0.18
480,510300.SH,20180630,300072.SZ,39699058.08,1705286.0,0.18
481,510300.SH,20180630,601998.SH,39635368.47,6382507.0,0.18
482,510300.SH,20180630,600023.SH,39598126.32,8497452.0,0.18
483,510300.SH,20180630,300024.SZ,39333361.2,2260538.0,0.18
484,510300.SH,20180630,600739.SH,39187503.96,2581522.0,0.18
485,510300.SH,20180630,601919.SH,39042340.2,7935435.0,0.18
486,510300.SH,20180630,002310.SZ,38897640.0,2588000.0,0.17
487,510300.SH,20180630,000157.SZ,38350183.95,9330945.0,0.17
488,510300.SH,20180630,002007.SZ,38318929.44,1191509.0,0.17
489,510300.SH,20180630,600018.SH,37471962.32,6287242.0,0.17
490,510300.SH,20180630,000425.SZ,37278139.36,8792014.0,0.17
491,510300.SH,20180630,601618.SH,37221567.84,11177648.0,0.17
492,510300.SH,20180630,601198.SH,37098382.72,2844968.0,0.17
493,510300.SH,20180630,002493.SZ,36982752.0,3583600.0,0.17
494,510300.SH,20180630,000625.SZ,36781155.0,4086795.0,0.16
495,510300.SH,20180630,601800.SH,36688385.95,3221105.0,0.16
496,510300.SH,20180630,600547.SH,36677301.44,1533332.0,0.16
497,510300.SH,20180630,600804.SH,35374776.0,2947898.0,0.16
498,510300.SH,20180630,601997.SH,35373652.56,2861946.0,0.16
499,510300.SH,20180630,300144.SZ,35336503.5,1503681.0,0.16
500,510300.SH,20180630,000623.SZ,35240943.84,1960008.0,0.16
501,510300.SH,20180630,000786.SZ,34917932.0,1884400.0,0.16
502,510300.SH,20180630,601018.SH,34785436.54,8262574.0,0.16
503,510300.SH,20180630,600809.SH,34784459.0,553100.0,0.16
504,510300.SH,20180630,002065.SZ,34613684.2,4024847.0,0.16
505,510300.SH,20180630,600208.SH,34334324.26,8988043.0,0.15
506,510300.SH,20180630,600362.SH,34200955.65,2157789.0,0.15
507,510300.SH,20180630,601555.SH,34129557.81,4997007.0,0.15
508,510300.SH,20180630,600926.SH,33705459.94,3039266.0,0.15
509,510300.SH,20180630,002081.SZ,33661017.4,3332774.0,0.15
510,510300.SH,20180630,002050.SZ,33639710.0,1784600.0,0.15
511,510300.SH,20180630,601099.SH,33224174.1,14198365.0,0.15
512,510300.SH,20180630,600816.SH,33199150.32,4585518.0,0.15
513,510300.SH,20180630,603833.SH,32812703.82,257294.0,0.15
514,510300.SH,20180630,600100.SH,32355098.98,3685091.0,0.15
515,510300.SH,20180630,000540.SZ,32341265.79,6640917.0,0.15
516,510300.SH,20180630,300017.SZ,32316803.82,3017442.0,0.14
517,510300.SH,20180630,600482.SH,32141155.0,1841900.0,0.14
518,510300.SH,20180630,002714.SZ,32140134.0,722900.0,0.14
519,510300.SH,20180630,002146.SZ,31578417.9,3617230.0,0.14
520,510300.SH,20180630,002294.SZ,31537072.35,848455.0,0.14
521,510300.SH,20180630,600219.SH,31462558.0,11609800.0,0.14
522,510300.SH,20180630,000792.SZ,31342672.7,2896735.0,0.14
523,510300.SH,20180630,600109.SH,31211492.22,4389802.0,0.14
524,510300.SH,20180630,000728.SZ,31188669.0,4214685.0,0.14
525,510300.SH,20180630,002558.SZ,30508788.8,1282960.0,0.14
526,510300.SH,20180630,603858.SH,30449364.0,711600.0,0.14
527,510300.SH,20180630,603993.SH,30194453.1,4800390.0,0.14
528,510300.SH,20180630,601333.SH,30022994.5,7064234.0,0.13
529,510300.SH,20180630,600297.SH,29735222.2,5074270.0,0.13
530,510300.SH,20180630,002797.SZ,29544821.6,4364080.0,0.13
531,510300.SH,20180630,600498.SH,29534225.0,1188500.0,0.13
532,510300.SH,20180630,002508.SZ,29388126.78,959769.0,0.13
533,510300.SH,20180630,000630.SZ,29167365.63,13197903.0,0.13
534,510300.SH,20180630,600170.SH,28174507.2,9267930.0,0.13
535,510300.SH,20180630,600438.SH,27853230.0,4036700.0,0.12
536,510300.SH,20180630,601117.SH,27778075.0,4127500.0,0.12
537,510300.SH,20180630,000876.SZ,27745177.74,4376211.0,0.12
538,510300.SH,20180630,002673.SZ,27472736.15,3638773.0,0.12
539,510300.SH,20180630,600549.SH,27038297.22,1781179.0,0.12
540,510300.SH,20180630,000839.SZ,27018043.8,5712060.0,0.12
541,510300.SH,20180630,600153.SH,26433818.42,2940358.0,0.12
542,510300.SH,20180630,000709.SZ,26240329.65,8895027.0,0.12
543,510300.SH,20180630,600485.SH,26049788.45,1785455.0,0.12
544,510300.SH,20180630,000826.SZ,25926038.84,1483183.0,0.12
545,510300.SH,20180630,002085.SZ,25628160.0,2726400.0,0.11
546,510300.SH,20180630,002352.SZ,25380000.0,564000.0,0.11
547,510300.SH,20180630,002624.SZ,25198726.0,812600.0,0.11
548,510300.SH,20180630,000060.SZ,25171203.6,5179260.0,0.11
549,510300.SH,20180630,601633.SH,25018335.44,2547692.0,0.11
550,510300.SH,20180630,000983.SZ,24885113.47,3313597.0,0.11
551,510300.SH,20180630,000961.SZ,24651548.33,3906743.0,0.11
552,510300.SH,20180630,600038.SH,24608486.34,615366.0,0.11
553,510300.SH,20180630,600188.SH,24527874.88,1880972.0,0.11
554,510300.SH,20180630,600489.SH,24478998.72,3589296.0,0.11
555,510300.SH,20180630,600415.SH,24444130.52,5671492.0,0.11
556,510300.SH,20180630,600583.SH,24429875.38,4644463.0,0.11
557,510300.SH,20180630,600977.SH,24334909.56,1517139.0,0.11
558,510300.SH,20180630,600663.SH,23940608.52,1516188.0,0.11
559,510300.SH,20180630,600118.SH,23914708.9,1252079.0,0.11
560,510300.SH,20180630,002500.SZ,23853965.36,3539164.0,0.11
561,510300.SH,20180630,601216.SH,23521757.5,6979750.0,0.11
562,510300.SH,20180630,600820.SH,23442145.02,3966522.0,0.11
563,510300.SH,20180630,300433.SZ,23350740.0,1113000.0,0.1
564,510300.SH,20180630,600157.SH,22985695.36,12913312.0,0.1
565,510300.SH,20180630,601992.SH,22848834.24,6966108.0,0.1
566,510300.SH,20180630,002470.SZ,22789504.64,3312428.0,0.1
567,510300.SH,20180630,600369.SH,22544302.55,5855663.0,0.1
568,510300.SH,20180630,601228.SH,22441706.0,3862600.0,0.1
569,510300.SH,20180630,002555.SZ,21940664.4,1805816.0,0.1
570,510300.SH,20180630,000938.SZ,21835506.0,348810.0,0.1
571,510300.SH,20180630,601360.SH,21776150.0,753500.0,0.1
572,510300.SH,20180630,601881.SH,21676206.0,2666200.0,0.1
573,510300.SH,20180630,000627.SZ,21474257.22,3059011.0,0.1
574,510300.SH,20180630,300027.SZ,21429777.6,3478860.0,0.1
575,510300.SH,20180630,600346.SH,21406532.0,1460200.0,0.1
576,510300.SH,20180630,000898.SZ,21374512.95,3837435.0,0.1
577,510300.SH,20180630,600008.SH,21162185.92,5014736.0,0.09
578,510300.SH,20180630,600909.SH,20716696.0,3621800.0,0.09
579,510300.SH,20180630,601021.SH,20582542.07,587569.0,0.09
580,510300.SH,20180630,000402.SZ,20369623.4,2530388.0,0.09
581,510300.SH,20180630,000671.SZ,20273696.13,3395929.0,0.09
582,510300.SH,20180630,002074.SZ,19984996.48,1421408.0,0.09
583,510300.SH,20180630,000559.SZ,19490085.2,2866189.0,0.09
584,510300.SH,20180630,002153.SZ,19484114.0,671866.0,0.09
585,510300.SH,20180630,600682.SH,19368391.44,1178126.0,0.09
586,510300.SH,20180630,600376.SH,19009120.0,2704000.0,0.09
587,510300.SH,20180630,300251.SZ,19006640.26,1867057.0,0.09
588,510300.SH,20180630,600704.SH,18749021.77,3584899.0,0.08
589,510300.SH,20180630,000415.SZ,18682744.0,3199100.0,0.08
590,510300.SH,20180630,300033.SZ,18544877.0,477100.0,0.08
591,510300.SH,20180630,601898.SH,18265137.66,3781602.0,0.08
592,510300.SH,20180630,002385.SZ,18199365.38,4406626.0,0.08
593,510300.SH,20180630,002602.SZ,17540932.5,539721.0,0.08
594,510300.SH,20180630,600688.SH,17219891.67,3026343.0,0.08
595,510300.SH,20180630,600061.SH,16857973.76,1816592.0,0.08
596,510300.SH,20180630,600959.SH,16680299.7,3270647.0,0.07
597,510300.SH,20180630,601118.SH,16451342.14,2485097.0,0.07
598,510300.SH,20180630,601866.SH,16420989.75,6594775.0,0.07
599,510300.SH,20180630,002601.SZ,16397826.0,1268200.0,0.07
600,510300.SH,20180630,002411.SZ,16380803.4,578010.0,0.07
601,510300.SH,20180630,601991.SH,15576833.07,5140869.0,0.07
602,510300.SH,20180630,600339.SH,15406986.0,3431400.0,0.07
603,510300.SH,20180630,600373.SH,15139150.4,1178144.0,0.07
604,510300.SH,20180630,600372.SH,14813709.86,1134281.0,0.07
605,510300.SH,20180630,601238.SH,14753147.6,1324340.0,0.07
606,510300.SH,20180630,601718.SH,14458151.1,3596555.0,0.06
607,510300.SH,20180630,000959.SZ,13704030.54,3334314.0,0.06
608,510300.SH,20180630,000008.SZ,13591689.6,2740260.0,0.06
609,510300.SH,20180630,000723.SZ,12723147.03,2343121.0,0.06
610,510300.SH,20180630,601958.SH,12719127.63,2028569.0,0.06
611,510300.SH,20180630,601611.SH,11983976.1,1516959.0,0.05
612,510300.SH,20180630,601808.SH,11654064.0,1221600.0,0.05
613,510300.SH,20180630,603160.SH,11394684.0,175600.0,0.05
614,510300.SH,20180630,002468.SZ,11080615.0,646100.0,0.05
615,510300.SH,20180630,600025.SH,11024864.0,3626600.0,0.05
616,510300.SH,20180630,603260.SH,10176194.0,144200.0,0.05
617,510300.SH,20180630,002925.SZ,9957324.0,179800.0,0.04
618,510300.SH,20180630,601828.SH,9936660.4,650305.0,0.04
619,510300.SH,20180630,002625.SZ,9627259.4,822140.0,0.04
620,510300.SH,20180630,001965.SZ,9413910.0,1156500.0,0.04
621,510300.SH,20180630,600233.SH,9345600.0,708000.0,0.04
622,510300.SH,20180630,601108.SH,8606640.0,763000.0,0.04
623,510300.SH,20180630,600390.SH,8513375.0,1098500.0,0.04
624,510300.SH,20180630,002608.SZ,7848577.5,1137475.0,0.04
625,510300.SH,20180630,601212.SH,6787355.0,1659500.0,0.03
626,510300.SH,20180630,601838.SH,6728741.25,768999.0,0.03
627,510300.SH,20180630,601878.SH,6300840.0,750100.0,0.03
628,510300.SH,20180630,300750.SZ,738381.56,10261.0,0.0
629,510300.SH,20180630,601066.SH,201104.4,18690.0,0.0
630,510300.SH,20180630,300747.SZ,123995.48,1543.0,0.0
631,510300.SH,20180630,603587.SH,100879.02,2442.0,0.0
632,510300.SH,20180630,601330.SH,81226.14,4971.0,0.0
633,510300.SH,20180630,603650.SH,50988.96,2376.0,0.0
634,510300.SH,20180630,603706.SH,23103.85,1765.0,0.0
635,510300.SH,20180630,603105.SH,16470.3,3410.0,0.0
636,510300.SH,20180331,601318.SH,1384818479.94,21203774.0,6.26
637,510300.SH,20180331,600519.SH,712738793.9,1042595.0,3.22
638,510300.SH,20180331,600036.SH,586747569.02,20170078.0,2.65
639,510300.SH,20180331,000333.SZ,484055884.69,8876873.0,2.19
640,510300.SH,20180331,000651.SZ,441660676.8,9417072.0,2.0
641,510300.SH,20180331,601166.SH,407291844.74,24403346.0,1.84
642,510300.SH,20180331,600016.SH,369165253.89,46203411.0,1.67
643,510300.SH,20180331,600887.SH,338767125.62,11890738.0,1.53
644,510300.SH,20180331,601328.SH,331930037.16,53710362.0,1.5
645,510300.SH,20180331,000002.SZ,316285027.58,9500902.0,1.43
646,510300.SH,20171231,000002.SZ,261509732.12,8419502.0,1.29
647,510300.SH,20171231,600000.SH,255367300.96,20283344.0,1.26
648,510300.SH,20171231,601288.SH,253965886.73,66309631.0,1.25
649,510300.SH,20171231,002415.SZ,250293498.0,6417782.0,1.23
650,510300.SH,20171231,600030.SH,247301476.5,13663065.0,1.22
651,510300.SH,20171231,000725.SZ,237774195.45,41066355.0,1.17
652,510300.SH,20171231,601668.SH,234666096.94,26016197.0,1.16
653,510300.SH,20171231,601398.SH,231690652.0,37369460.0,1.14
654,510300.SH,20171231,601601.SH,226033454.78,5457109.0,1.11
655,510300.SH,20171231,600276.SH,201491407.76,2921012.0,0.99
656,510300.SH,20171231,000001.SZ,198088590.7,14893879.0,0.98
657,510300.SH,20171231,600104.SH,194794132.68,6079717.0,0.96
658,510300.SH,20171231,601169.SH,181100476.7,25328738.0,0.89
659,510300.SH,20171231,600837.SH,180439510.68,14020164.0,0.89
660,510300.SH,20171231,600900.SH,178634070.73,11458247.0,0.88
661,510300.SH,20171231,600048.SH,174414017.85,12326079.0,0.86
662,510300.SH,20171231,601766.SH,153366646.93,12664463.0,0.76
663,510300.SH,20171231,000063.SZ,149463488.52,4110657.0,0.74
664,510300.SH,20171231,601988.SH,145077695.0,36543500.0,0.72
665,510300.SH,20171231,600019.SH,132575434.56,15344379.0,0.65
666,510300.SH,20171231,601211.SH,120736287.76,6519238.0,0.6
667,510300.SH,20171231,002304.SZ,120678930.0,1049382.0,0.6
668,510300.SH,20171231,600518.SH,114874209.32,5137487.0,0.57
669,510300.SH,20171231,601818.SH,112984810.2,27897484.0,0.56
670,510300.SH,20171231,600028.SH,112576211.74,18364798.0,0.56
671,510300.SH,20171231,600703.SH,108055117.46,4255814.0,0.53
672,510300.SH,20171231,002027.SZ,104537241.6,7424520.0,0.52
673,510300.SH,20171231,601336.SH,102514042.8,1460314.0,0.51
674,510300.SH,20171231,600585.SH,101459127.91,3459227.0,0.5
675,510300.SH,20171231,600015.SH,100052370.0,11116930.0,0.49
676,510300.SH,20171231,600690.SH,99914737.2,5303330.0,0.49
677,510300.SH,20171231,002230.SZ,99710394.84,1686006.0,0.49
678,510300.SH,20171231,600050.SH,98793208.86,15607142.0,0.49
679,510300.SH,20171231,601688.SH,97639164.12,5656962.0,0.48
680,510300.SH,20171231,000538.SZ,95227904.07,935533.0,0.47
681,510300.SH,20171231,601989.SH,94088652.75,15603425.0,0.46
682,510300.SH,20171231,601006.SH,93664393.45,10326835.0,0.46
683,510300.SH,20171231,601939.SH,89380623.36,11638102.0,0.44
684,510300.SH,20171231,601186.SH,88741607.62,7966033.0,0.44
685,510300.SH,20171231,002594.SZ,88225233.4,1356268.0,0.44
686,510300.SH,20171231,601628.SH,87745207.2,2881616.0,0.43
687,510300.SH,20171231,601857.SH,87594442.64,10827496.0,0.43
688,510300.SH,20171231,000776.SZ,85465617.84,5123838.0,0.42
689,510300.SH,20171231,600309.SH,85309911.12,2248548.0,0.42
690,510300.SH,20171231,601899.SH,82561179.15,17987185.0,0.41
691,510300.SH,20171231,600919.SH,82345805.85,11203511.0,0.41
692,510300.SH,20171231,601600.SH,81847913.39,10117171.0,0.4
693,510300.SH,20171231,002450.SZ,81829843.8,3686029.0,0.4
694,510300.SH,20171231,000568.SZ,81677706.0,1237541.0,0.4
695,510300.SH,20171231,601012.SH,81600419.96,2239309.0,0.4
696,510300.SH,20171231,600741.SH,81565080.56,2747224.0,0.4
697,510300.SH,20171231,601390.SH,81321828.51,9692709.0,0.4
698,510300.SH,20171231,002024.SZ,80963840.78,6587782.0,0.4
699,510300.SH,20171231,001979.SZ,80398054.8,4110330.0,0.4
700,510300.SH,20171231,601088.SH,79506789.18,3431454.0,0.39
701,510300.SH,20171231,002142.SZ,78667892.03,4417063.0,0.39
702,510300.SH,20171231,600196.SH,77588197.5,1743555.0,0.38
703,510300.SH,20171231,600958.SH,76031109.0,5485650.0,0.38
704,510300.SH,20171231,002008.SZ,75515359.4,1528651.0,0.37
705,510300.SH,20171231,600009.SH,75134247.79,1669279.0,0.37
706,510300.SH,20171231,601888.SH,73415706.44,1691996.0,0.36
707,510300.SH,20171231,600029.SH,72610751.52,6091506.0,0.36
708,510300.SH,20171231,600031.SH,70612652.86,7785298.0,0.35
709,510300.SH,20171231,600660.SH,70541253.0,2432457.0,0.35
710,510300.SH,20171231,000338.SZ,69967095.6,8389340.0,0.35
711,510300.SH,20171231,601009.SH,69612135.84,8993816.0,0.34
712,510300.SH,20171231,600999.SH,68535324.0,3993900.0,0.34
713,510300.SH,20171231,002456.SZ,68086950.23,3306797.0,0.34
714,510300.SH,20171231,601933.SH,67110540.8,6644608.0,0.33
715,510300.SH,20171231,002202.SZ,66432414.1,3524266.0,0.33
716,510300.SH,20171231,600340.SH,66141366.76,2107084.0,0.33
717,510300.SH,20171231,300136.SZ,66096069.0,1303670.0,0.33
718,510300.SH,20171231,600089.SH,65827293.92,6642512.0,0.32
719,510300.SH,20171231,300059.SZ,65710035.3,5074134.0,0.32
720,510300.SH,20171231,600795.SH,64426923.6,20649655.0,0.32
721,510300.SH,20171231,002236.SZ,64199713.08,2780412.0,0.32
722,510300.SH,20171231,002475.SZ,63434945.36,2706269.0,0.31
723,510300.SH,20171231,002460.SZ,63255230.5,881606.0,0.31
724,510300.SH,20171231,002466.SZ,62346955.15,1171715.0,0.31
725,510300.SH,20171231,601985.SH,60817104.6,8274436.0,0.3
726,510300.SH,20171231,601377.SH,60053921.2,8249165.0,0.3
727,510300.SH,20171231,600221.SH,59199445.8,18557820.0,0.29
728,510300.SH,20171231,600010.SH,59123406.3,24033905.0,0.29
729,510300.SH,20171231,601669.SH,58107289.22,8048101.0,0.29
730,510300.SH,20171231,002241.SZ,58018920.5,3344030.0,0.29
731,510300.SH,20171231,300070.SZ,57283689.24,3297852.0,0.28
732,510300.SH,20171231,000423.SZ,56626437.42,939546.0,0.28
733,510300.SH,20171231,000166.SZ,56458085.7,10513610.0,0.28
734,510300.SH,20171231,600111.SH,56245588.02,3855078.0,0.28
735,510300.SH,20171231,300072.SZ,56086379.94,1596538.0,0.28
736,510300.SH,20171231,000413.SZ,55479895.38,5914701.0,0.27
737,510300.SH,20171231,600066.SH,55461299.69,2304167.0,0.27
738,510300.SH,20171231,000100.SZ,55409160.3,14207477.0,0.27
739,510300.SH,20171231,600115.SH,54673739.68,6659408.0,0.27
740,510300.SH,20171231,000503.SZ,53892251.92,1248662.0,0.27
741,510300.SH,20171231,601225.SH,53601408.0,6568800.0,0.26
742,510300.SH,20171231,600522.SH,52563558.0,3770700.0,0.26
743,510300.SH,20171231,600886.SH,52335095.48,7130122.0,0.26
744,510300.SH,20171231,000783.SZ,51972574.95,6603885.0,0.26
745,510300.SH,20171231,002252.SZ,50708710.75,2554595.0,0.25
746,510300.SH,20171231,300124.SZ,50304080.56,1733428.0,0.25
747,510300.SH,20171231,601901.SH,49965963.06,7251954.0,0.25
748,510300.SH,20171231,601607.SH,49939287.4,2064460.0,0.25
749,510300.SH,20171231,600383.SH,49384221.99,3910073.0,0.24
750,510300.SH,20171231,000069.SZ,48268680.93,5685357.0,0.24
751,510300.SH,20171231,000963.SZ,47608799.04,883608.0,0.23
752,510300.SH,20171231,600406.SH,47580244.24,2602858.0,0.23
753,510300.SH,20171231,002736.SZ,47195254.05,4349793.0,0.23
754,510300.SH,20171231,601155.SH,47011146.8,1604476.0,0.23
755,510300.SH,20171231,000839.SZ,46832928.03,4883517.0,0.23
756,510300.SH,20171231,600606.SH,46245616.8,6335016.0,0.23
757,510300.SH,20171231,600352.SH,46238106.0,3948600.0,0.23
758,510300.SH,20171231,000895.SZ,45527106.0,1718004.0,0.22
759,510300.SH,20171231,601618.SH,45487684.88,9398282.0,0.22
760,510300.SH,20171231,002310.SZ,45067848.0,2234400.0,0.22
761,510300.SH,20171231,601788.SH,45021469.58,3352306.0,0.22
762,510300.SH,20171231,601919.SH,44928739.42,6636446.0,0.22
763,510300.SH,20171231,002739.SZ,44128358.8,847970.0,0.22
764,510300.SH,20171231,600011.SH,44032803.49,7136597.0,0.22
765,510300.SH,20171231,600705.SH,43830080.64,7940232.0,0.22
766,510300.SH,20171231,601099.SH,43295797.3,11960165.0,0.21
767,510300.SH,20171231,600271.SH,42895488.36,1991434.0,0.21
768,510300.SH,20171231,000625.SZ,42839861.4,3399989.0,0.21
769,510300.SH,20171231,300003.SZ,42701833.6,1767460.0,0.21
770,510300.SH,20171231,601111.SH,42565119.52,3454961.0,0.21
771,510300.SH,20171231,600816.SH,42448942.56,3245332.0,0.21
772,510300.SH,20171231,002081.SZ,42322970.72,2762596.0,0.21
773,510300.SH,20171231,600893.SH,42172248.69,1567159.0,0.21
774,510300.SH,20171231,600570.SH,41628084.8,897157.0,0.21
775,510300.SH,20171231,601555.SH,41312235.6,4250230.0,0.2
776,510300.SH,20171231,600804.SH,40883886.94,2400698.0,0.2
777,510300.SH,20171231,600535.SH,40806168.3,1146885.0,0.2
778,510300.SH,20171231,000768.SZ,40601330.52,2403868.0,0.2
779,510300.SH,20171231,603799.SH,40516150.0,505000.0,0.2
780,510300.SH,20171231,600547.SH,40210725.76,1289632.0,0.2
781,510300.SH,20171231,600068.SH,40146076.6,4895863.0,0.2
782,510300.SH,20171231,601727.SH,39930750.18,5968722.0,0.2
783,510300.SH,20171231,002044.SZ,39445584.93,1803639.0,0.19
784,510300.SH,20171231,002508.SZ,39108618.9,813069.0,0.19
785,510300.SH,20171231,600674.SH,39076876.74,3838593.0,0.19
786,510300.SH,20171231,600208.SH,38902274.46,7452543.0,0.19
787,510300.SH,20171231,600177.SH,38877260.38,4239614.0,0.19
788,510300.SH,20171231,600023.SH,38808007.16,7281052.0,0.19
789,510300.SH,20171231,600637.SH,38743779.62,2325557.0,0.19
790,510300.SH,20171231,600739.SH,38489123.2,2186882.0,0.19
791,510300.SH,20171231,000728.SZ,38048241.0,3458931.0,0.19
792,510300.SH,20171231,002673.SZ,37590451.36,3051173.0,0.19
793,510300.SH,20171231,000623.SZ,37132267.5,1650323.0,0.18
794,510300.SH,20171231,601018.SH,36880658.1,6945510.0,0.18
795,510300.SH,20171231,002558.SZ,36724928.0,997960.0,0.18
796,510300.SH,20171231,600362.SH,36130299.13,1791289.0,0.18
797,510300.SH,20171231,300024.SZ,36069245.16,1916538.0,0.18
798,510300.SH,20171231,600109.SH,35952005.16,3768554.0,0.18
799,510300.SH,20171231,600482.SH,35833083.0,1444300.0,0.18
800,510300.SH,20171231,601800.SH,34785484.8,2717616.0,0.17
801,510300.SH,20171231,002572.SZ,34723081.6,943562.0,0.17
802,510300.SH,20171231,600018.SH,34645422.7,5209838.0,0.17
803,510300.SH,20171231,600219.SH,34270000.0,9312500.0,0.17
804,510300.SH,20171231,601998.SH,33856606.6,5460743.0,0.17
805,510300.SH,20171231,000157.SZ,33807235.8,7563140.0,0.17
806,510300.SH,20171231,600436.SH,33759733.6,534173.0,0.17
807,510300.SH,20171231,000425.SZ,33720702.07,7283089.0,0.17
