,trade_date,value,change
0,20160104,1814.8346999999999,0.0
1,20160105,1822.1637999999998,0.004038439423711662
2,20160106,1843.3026,0.01160093291283702
3,20160107,1718.8663999999999,-0.06750720147630676
4,20160108,1750.3764,0.01833184940958775
5,20160111,1662.2344000000003,-0.0503560262809758
6,20160112,1673.4092999999998,0.0067228183943248455
7,20160113,1639.4078,-0.02031869907738642
8,20160114,1672.079,0.01992865960501103
9,20160115,1614.9864999999998,-0.03414461876502259
10,20160118,1627.1426,0.007527059823719984
11,20160119,1681.6992,0.03352908343743205
12,20160120,1643.701,-0.022595122837663236
13,20160121,1595.0935999999997,-0.029571923360757417
14,20160122,1603.3241,0.0051598852882365955
15,20160125,1608.4323,0.003186005873672015
16,20160126,1517.9436,-0.05625894232539342
17,20160127,1507.5358999999999,-0.006856447103831924
18,20160128,1472.0493000000001,-0.023539472592327474
19,20160129,1551.39457,0.053901231432941676
20,20160201,1531.87296,-0.012583265648531959
21,20160202,1561.8172399999999,0.01954749563566938
22,20160203,1559.69796,-0.0013569321337494583
23,20160204,1584.35447,0.01580851590009134
24,20160205,1572.63492,-0.007397050484542153
25,20160215,1563.36564,-0.005894107959907174
26,20160216,1568.07065,0.0030095390864544663
27,20160217,1580.7430100000001,0.00808149811362151
28,20160218,1573.5427300000001,-0.004554997209824777
29,20160219,1575.29119,0.0011111614363340456
30,20160222,1591.8865500000002,0.010534788809426564
31,20160223,1582.95256,-0.005612202703766936
32,20160224,1594.22359,0.0071202576026663175
33,20160225,1500.8871,-0.05854667474842731
34,20160226,1520.04875,0.012766882998727892
35,20160229,1496.69546,-0.015363513834671431
36,20160301,1526.4694,0.01989311840365978
37,20160302,1593.1582,0.043688265221694014
38,20160303,1586.2316999999998,-0.004347653610294483
39,20160304,1612.845,0.016777687648027846
40,20160307,1603.2847000000002,-0.005927599986359427
41,20160308,1615.7612000000001,0.0077818368752598874
42,20160309,1599.8534,-0.009845390519341706
43,20160310,1576.0311000000002,-0.014890301823904498
44,20160311,1625.8858,0.031633068662160195
45,20160314,1645.0316,0.011775611792660966
46,20160315,1659.3100999999997,0.008679772473671427
47,20160316,1654.0548,-0.0031671596526772227
48,20160317,1676.0117,0.013274590418648846
49,20160318,1695.3741,0.011552663981999636
50,20160321,1739.1497,0.0258206138692339
51,20160322,1731.4153,-0.004447230735801553
52,20160323,1739.0367,0.004401832419986252
53,20160324,1723.221,-0.009094517671766274
54,20160325,1733.8476999999998,0.006166765609286215
