,train_return,test_return,sum
241,42.019189999999995,55.18912,1.004
722,42.940020000000004,55.18689,1.004
325,42.172760000000004,55.18301,1.004
838,43.537079999999996,55.17922999999999,1.004
248,42.3389,55.15875,1.004
890,41.3633,55.15171,1.004
812,43.00474,55.12996,1.0040000000000002
733,42.698049999999995,55.12495,1.004
609,42.77709,55.11183,1.004
970,41.253690000000006,55.1109,1.004
495,40.917699999999996,55.10961999999999,1.004
925,41.83072,55.08051,1.004
786,42.274609999999996,55.05109999999999,1.004
684,42.72562,55.042820000000006,1.004
403,43.70583,55.031439999999996,1.004
665,41.644780000000004,55.00168,1.004
969,40.505430000000004,54.98028,1.004
847,42.02405,54.970130000000005,1.004
842,40.846199999999996,54.96212,1.004
510,39.916340000000005,54.961710000000004,1.004
743,42.839299999999994,54.94958999999999,1.004
566,40.68521,54.944289999999995,1.004
668,41.11371,54.941860000000005,1.004
713,40.617900000000006,54.93212,1.004
612,40.63708,54.910610000000005,1.004
950,41.64537,54.88213999999999,1.004
147,41.63232,54.88128,1.004
887,41.700140000000005,54.87621,1.004
372,40.46209,54.80694,1.004
344,42.736090000000004,54.80376,1.004
280,41.02884,54.80213,1.004
454,41.63236,54.79826,1.004
98,41.72768,54.79378,1.004
87,40.095060000000004,54.787,1.004
97,42.65808,54.776999999999994,1.004
4,42.62238000000001,54.77264,1.004
654,40.98117,54.76934,1.004
486,42.17224,54.76321,1.004
660,41.123990000000006,54.71714,1.004
906,41.68462,54.71308,1.004
900,42.42046,54.71292,1.004
84,42.4466,54.712529999999994,1.004
149,41.936080000000004,54.710840000000005,1.004
225,39.85948,54.70792999999999,1.0040000000000002
634,41.84778,54.70343999999999,1.004
363,40.84725,54.69246999999999,1.004
145,42.29415,54.65423,1.0040000000000002
984,40.60709,54.62273999999999,1.004
260,42.744,54.61574,1.004
256,41.0145,54.59944,1.004
442,42.67757,54.587630000000004,1.004
755,41.66184,54.58143999999999,1.004
989,41.81233,54.575779999999995,1.004
178,41.77645,54.55955,1.004
926,43.12887,54.55766,1.004
524,41.56542999999999,54.55112999999999,1.004
368,40.889399999999995,54.549890000000005,1.004
214,41.61601,54.51444,1.004
918,40.25483,54.51279,1.004
806,40.8214,54.50027,1.004
803,40.547869999999996,54.4996,1.004
704,41.77561,54.47572,1.004
352,40.9981,54.47521999999999,1.004
187,41.53841,54.44445,1.004
590,42.01566,54.43315,1.004
990,40.10461,54.40121,1.004
505,42.849729999999994,54.39613000000001,1.004
725,41.45519,54.3955,1.004
548,40.974509999999995,54.39174,1.0040000000000002
673,41.255660000000006,54.383669999999995,1.004
799,42.25148,54.37266999999999,1.004
163,41.11161,54.36841,1.004
807,40.768950000000004,54.35606,1.004
170,40.94358,54.350229999999996,1.004
365,41.283339999999995,54.33915,1.0040000000000002
891,42.054289999999995,54.33349,1.004
843,40.783370000000005,54.332530000000006,1.004
938,42.56146,54.321059999999996,1.004
956,42.9879,54.31535,1.004
570,40.94604,54.28594,1.004
357,40.87386000000001,54.2834,1.004
137,41.847319999999996,54.276149999999994,1.004
336,40.01677000000001,54.26875,1.004
36,44.446,54.25102,1.004
811,41.0984,54.24757,1.004
849,40.68711,54.225669999999994,1.004
672,40.476169999999996,54.22511,1.004
511,39.93543,54.21659999999999,1.0040000000000002
453,40.682610000000004,54.19755,1.004
916,40.82891000000001,54.193900000000006,1.004
173,40.80279,54.19172,1.004
823,42.44641,54.16212,1.004
133,42.47164,54.14999,1.004
701,41.24752000000001,54.14917,1.004
884,41.248810000000006,54.14353,1.004
19,40.388400000000004,54.14091,1.004
496,40.69642999999999,54.12617,1.004
224,41.644980000000004,54.12486,1.0040000000000002
465,40.00656,54.12008,1.004
682,41.28232,54.11461,1.004
72,41.701029999999996,54.11424999999999,1.004
96,41.19060999999999,54.112880000000004,1.0040000000000002
800,40.94346,54.10751,1.004
404,39.93981,54.081579999999995,1.004
451,40.62213,54.07267999999999,1.004
139,42.627660000000006,54.06649,1.004
869,41.868089999999995,54.06613,1.004
217,41.68675,54.06603,1.004
999,40.51482,54.056160000000006,1.004
105,39.59885,54.01443,1.004
47,42.06459000000001,53.9951,1.004
391,40.72431,53.99257999999999,1.004
562,41.08305,53.99007999999999,1.004
469,40.09597,53.95730999999999,1.004
35,41.57891,53.94327,1.004
821,40.1288,53.93986,1.004
545,41.75522,53.92694,1.004
247,41.239509999999996,53.88617,1.004
345,40.32842,53.875899999999994,1.004
698,41.17012,53.86543,1.004
393,40.7425,53.85366,1.004
667,40.102239999999995,53.853300000000004,1.004
74,41.72526,53.81959,1.004
541,40.75777,53.81908,1.004
797,40.86417,53.81022,1.004
381,43.01998,53.798289999999994,1.0040000000000002
437,41.43134,53.79392,1.004
718,40.56791,53.78938999999999,1.004
275,41.775040000000004,53.77896,1.004
219,42.40296000000001,53.76983,1.004
116,41.927859999999995,53.76336,1.004
942,41.5664,53.75972,1.004
413,40.38235,53.757369999999995,1.004
317,41.160210000000006,53.74535,1.004
24,41.185100000000006,53.74257,1.004
616,40.94561,53.742079999999994,1.004
677,42.94641,53.741200000000006,1.004
965,42.52455,53.69436999999999,1.004
238,41.161300000000004,53.69343,1.004
772,41.564710000000005,53.68852,1.004
196,41.033370000000005,53.666720000000005,1.004
687,41.15245,53.6581,1.0040000000000002
477,40.764340000000004,53.656929999999996,1.004
761,41.132999999999996,53.653099999999995,1.004
723,42.06681,53.64846,1.004
46,41.424949999999995,53.63544,1.004
937,40.943439999999995,53.63422,1.004
764,41.48082,53.62223999999999,1.004
992,41.61446,53.61701,1.004
689,39.94573,53.61635999999999,1.004
287,40.363479999999996,53.6075,1.004
844,40.326899999999995,53.57853,1.004
298,41.63404,53.55886,1.004
854,40.507130000000004,53.54951,1.0040000000000002
742,40.22982,53.54897999999999,1.004
881,40.50582,53.52996,1.004
494,40.17044,53.49532,1.004
65,42.10405,53.486909999999995,1.004
83,40.25594,53.48415,1.004
180,40.139759999999995,53.48016,1.004
814,42.04312,53.47289,1.004
879,40.590270000000004,53.4569,1.004
194,41.37972,53.44466,1.004
573,41.205780000000004,53.43732999999999,1.004
661,40.57131,53.43369,1.004
518,40.853229999999996,53.40975,1.004
349,41.32311,53.40807999999999,1.004
129,41.3658,53.40692,1.004
619,41.39702,53.40234000000001,1.004
259,42.70233,53.392759999999996,1.004
397,41.131750000000004,53.38926000000001,1.004
428,40.886030000000005,53.38858999999999,1.0040000000000002
111,40.25913,53.3835,1.004
32,41.451170000000005,53.378280000000004,1.004
630,40.62656,53.37527,1.004
480,41.40881,53.35142999999999,1.004
420,40.91278,53.34853,1.004
963,40.763000000000005,53.32903999999999,1.004
460,41.13848,53.308409999999995,1.004
513,40.21326,53.3066,1.004
589,40.714150000000004,53.30082999999999,1.004
126,41.5791,53.29827,1.004
507,40.81557000000001,53.2971,1.004
846,41.16438,53.296949999999995,1.004
705,42.8968,53.29373,1.004
270,39.64339,53.28881,1.004
558,40.28438,53.27105,1.004
940,41.044619999999995,53.27012,1.004
471,40.06151,53.26999,1.004
580,39.98791000000001,53.26065,1.004
216,41.26938,53.25607,1.004
696,41.97471,53.25593,1.004
564,39.86543,53.25373999999999,1.004
262,41.04202,53.25151,1.004
816,41.43105,53.24454,1.004
858,40.44553,53.23133,1.004
176,42.27498,53.21985999999999,1.004
417,41.05871,53.201049999999995,1.004
517,40.236670000000004,53.19926,1.004
675,40.754839999999994,53.196619999999996,1.004
258,41.255790000000005,53.18720999999999,1.004
974,41.6755,53.17721999999999,1.004
434,40.67959,53.10667,1.004
70,40.551730000000006,53.10374,1.004
978,40.594350000000006,53.08806,1.0040000000000002
804,39.6385,53.08502,1.004
504,39.8266,53.076899999999995,1.004
895,41.447970000000005,53.0583,1.004
699,41.4645,53.048199999999994,1.004
138,42.14048,53.04236,1.004
731,40.70755,53.041439999999994,1.004
591,43.432779999999994,53.03466,1.004
491,41.08772,53.03179,1.004
490,40.49978,52.99888,1.0040000000000002
859,41.36279,52.99680000000001,1.004
63,41.34979,52.97817,1.004
353,40.28946,52.94964,1.004
927,40.24850000000001,52.94669,1.004
291,40.39381,52.9368,1.004
910,40.526619999999994,52.93499,1.004
86,42.51835,52.92836,1.004
585,40.88872,52.90853,1.004
426,40.74783,52.901970000000006,1.004
787,42.97234,52.89472000000001,1.004
92,41.57279,52.87419999999999,1.004
782,39.769180000000006,52.870689999999996,1.004
193,42.828959999999995,52.86344,1.004
831,41.18605,52.84890999999999,1.004
42,41.07928,52.84285,1.004
387,41.915040000000005,52.83974,1.0040000000000002
620,41.96598,52.83167999999999,1.004
886,40.43591000000001,52.82749,1.004
953,40.52134,52.82659,1.004
59,39.89879,52.8206,1.004
355,40.12755,52.81181,1.004
508,40.493840000000006,52.80811,1.004
995,40.61526,52.807370000000006,1.004
860,40.55095,52.79405,1.004
82,41.08023,52.785399999999996,1.004
279,41.87696,52.77810000000001,1.004
751,40.457840000000004,52.77148,1.004
394,41.49284,52.758329999999994,1.004
877,40.943690000000004,52.7242,1.004
455,41.387910000000005,52.7117,1.004
37,40.27814,52.71166,1.004
928,40.415139999999994,52.705119999999994,1.004
22,39.83217,52.696749999999994,1.004
25,41.35378,52.68321999999999,1.0040000000000002
220,40.48204,52.681059999999995,1.0040000000000002
702,41.180049999999994,52.668009999999995,1.004
301,40.61038,52.65607,1.004
50,40.84323,52.64556,1.004
227,40.41753,52.612379999999995,1.004
882,40.998270000000005,52.59646000000001,1.004
415,41.55418,52.58909,1.004
720,41.621520000000004,52.58376,1.004
945,40.60436,52.582209999999996,1.004
980,40.43843,52.58185,1.004
148,42.82661,52.58018,1.004
30,40.0852,52.57818,1.004
861,40.383469999999996,52.56908,1.004
76,42.000299999999996,52.56139999999999,1.004
190,40.67852,52.54269,1.004
557,40.52972,52.537800000000004,1.004
188,41.22914,52.528400000000005,1.004
315,39.51842,52.51432,1.0040000000000002
456,40.671549999999996,52.4905,1.004
712,40.94855,52.48199,1.004
572,40.799490000000006,52.470909999999996,1.0040000000000002
497,40.414860000000004,52.46509999999999,1.004
354,40.08005,52.46451999999999,1.004
240,41.44077,52.4627,1.004
321,41.445240000000005,52.45716,1.004
914,39.89013,52.444140000000004,1.004
305,40.61171,52.43907000000001,1.004
752,39.3144,52.41923,1.004
822,40.77073,52.39984,1.004
912,39.15696,52.39784999999999,1.004
322,41.23428,52.39565999999999,1.004
522,40.5544,52.38508,1.004
297,41.547889999999995,52.380849999999995,1.004
78,40.64993,52.377629999999996,1.004
781,40.687560000000005,52.3768,1.004
935,40.10277,52.37317,1.004
0,41.36806,52.369060000000005,1.004
532,40.40827,52.32312999999999,1.004
883,40.97705,52.31170999999999,1.004
